Gene,Reference
ARF5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HAX1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
COA5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PPP2R5C,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NOP10,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HGS,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EEF1G,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RAB12,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GTF3C6,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
UQCR10,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MRPL54,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TPM3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MRTO4,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
VMA21,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ATP6V0C,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
KDELR1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HNRNPA1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DNAJA1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PTTG1IP,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NPLOC4,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GLRX3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MORF4L1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
FBXW4,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GLRX5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DRG1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SMDT1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
P4HB,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TBK1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RSRC2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SETD3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DEXI,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RANBP1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SELENOF,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ACTG1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SRPRA,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ZC3H11A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
C6orf120,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HEXIM1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
LAMP1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TMED9,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TRAK2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
XPOT,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PHF12,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SUMO3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CRADD,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
C22orf39,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MRPL12,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
H1FX,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
POLR3C,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DLST,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
KPNA4,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PNRC2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PFDN5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ZMIZ1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CHP1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RPS19BP1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PGAM1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SF1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PPP1CC,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PIP5K1C,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
KLHDC10,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
